Relatório de termos de pesquisa
Todo o período
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
nota de serviço nacional,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download nfs,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,7,"14,29%",BRL,"3,08","3,08",Pesquisa,"0,00%","0,00","0,00"
portal nfe,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota fiscal fist,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
arquivo xml download gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml gratis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,5,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
planilha contas a receber por cliente grátis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"1,75","1,75",Pesquisa,"0,00%","0,00","0,00"
baixar nfs em lote,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"1,77","1,77",Pesquisa,"0,00%","0,00","0,00"
busca xml gratuito,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,3,6,"50,00%",BRL,"2,16","6,49",Pesquisa,"100,00%","3,00","2,16"
portal do contribuinte nota fiscal,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
controle de notas fiscais excel grátis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"1,21","1,21",Pesquisa,"0,00%","0,00","0,00"
ler arquivo xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,3,12,"25,00%",BRL,"1,42","4,26",Pesquisa,"0,00%","0,00","0,00"
nfcompleta,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota fiscal rio grande do sul,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
programa para baixar xml em lote gratuito,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"1,14","1,14",Pesquisa,"100,00%","1,00","1,14"
wwwnfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse rio de janeiro rj,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download do xml,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,7,"28,57%",BRL,"1,74","3,47",Pesquisa,"0,00%","0,00","0,00"
nfs pdf,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
arquivo xml,Correspondência ampla,Excluído,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,5,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
e notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist download,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,3,40,"7,50%",BRL,"2,89","8,66",Pesquisa,"0,00%","0,00","0,00"
fiscal io baixar,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
aplicativo para baixar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,12,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão para baixar xml do portal nacional,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
impressão nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
tirar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
faz nota,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fly e nota,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
codigo de serviço nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como imprimir nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"0,91","0,91",Pesquisa,"0,00%","0,00","0,00"
baixador de xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"0,74","0,74",Pesquisa,"100,00%","1,00","0,74"
nfse downloader,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,3,"33,33%",BRL,"6,19","6,19",Pesquisa,"0,00%","0,00","0,00"
site para baixar xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar notas portal nacional,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
qive arquivei,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,1,"200,00%",BRL,"1,74","3,48",Pesquisa,"0,00%","0,00","0,00"
gdanfe download,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"2,13","2,13",Pesquisa,"0,00%","0,00","0,00"
validador xml nfse,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist baixar,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
abrir xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml online gratis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"0,94","0,94",Pesquisa,"0,00%","0,00","0,00"
fist download xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
layout nfse nacional,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota fiscal impressão,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml mdfe,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nsf e,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfs,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,19,"5,26%",BRL,"3,96","3,96",Pesquisa,"0,00%","0,00","0,00"
download xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
emissor facil login,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfse notafiscalmunicipal com br,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
programa para baixar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar pdf com xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fish nota fiscal,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
makroxml download,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar fsist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nf e avulsa rs,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download busca xml contmatic,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
site para baixar xml,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivo xml gratuito,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,9,"22,22%",BRL,"1,07","2,13",Pesquisa,"0,00%","0,00","0,00"
portal da nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,4,"25,00%",BRL,"0,62","0,62",Pesquisa,"0,00%","0,00","0,00"
xml download,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivos xml gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixa nfs,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,5,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfsmobile,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
planilha de contas a receber excel grátis download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
www fsist com br,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,28,"7,14%",BRL,"1,00","1,99",Pesquisa,"0,00%","0,00","0,00"
nota fiscal brasil,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
app nfse mei,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar nfse nota fiscal de serviço eletrônica emitidas e recebidas chrome web store,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml baixar,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,7,"14,29%",BRL,"1,75","1,75",Pesquisa,"0,00%","0,00","0,00"
xml dacte,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
f sister xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,6,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
aplicativo para baixar xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão para baixar notas do portal nacional,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,6,54,"11,11%",BRL,"2,87","17,19",Pesquisa,"0,00%","0,00","0,00"
baixar xml e pdf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist xml download,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfs downloader,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,4,"50,00%",BRL,"2,53","5,06",Pesquisa,"0,00%","0,00","0,00"
baixar notas em lote portal nacional,Correspondência exata,Adicionado,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nota fiscal nff,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml online gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
download nf,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,35,"2,86%",BRL,"1,19","1,19",Pesquisa,"0,00%","0,00","0,00"
emissor nacional gov,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão do chrome baixar notas fiscais nfse,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal da nota fiscal eletrônica svrs,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
fsist baixar xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,12,"8,33%",BRL,"0,70","0,70",Pesquisa,"0,00%","0,00","0,00"
download arquivos xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
como imprimir nota fiscal eletronica,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
portal de notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
leitor xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,6,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar o xml gratis,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar em xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar pdf xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
xml download gratis,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
first nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,24,"4,17%",BRL,"1,73","1,73",Pesquisa,"0,00%","0,00","0,00"
programa fsist,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivos xml,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
extensão baixar xml portal nacional,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,2,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar nf,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,3,47,"6,38%",BRL,"1,27","3,80",Pesquisa,"0,00%","0,00","0,00"
danfeonline com br,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xmls,Correspondência exata (variante aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,7,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar nfs em lote,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,6,"16,67%",BRL,"2,78","2,78",Pesquisa,"0,00%","0,00","0,00"
qive arquivei login,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"1,73","1,73",Pesquisa,"0,00%","0,00","0,00"
nfse downloader extensão,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,6,"33,33%",BRL,"2,14","4,28",Pesquisa,"0,00%","0,00","0,00"
nota fiscal facil,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfs digital,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
nfeproc,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
safeweb notas,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,2,"50,00%",BRL,"1,70","1,70",Pesquisa,"0,00%","0,00","0,00"
baixar xml nfce rn,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,1,1,"100,00%",BRL,"0,84","0,84",Pesquisa,"0,00%","0,00","0,00"
arquivei,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,8,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar xml em lote gratis,Correspondência de frase,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,2,5,"40,00%",BRL,"3,65","7,30",Pesquisa,"0,00%","0,00","0,00"
impressão de nota fiscal,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,3,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
baixar arquivo xml gratuito,Correspondência ampla,Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,1,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
site para baixar xml,Correspondência de frase (variação aproximada),Nenhum,[Pesquisa] - Leads - Nota Fácil,Grupo de anúncios 1,0,4,"0,00%",BRL,0,"0,00",Pesquisa,"0,00%","0,00","0,00"
Total: Termos de pesquisa,,,,,495,4.671,"10,60%",BRL,"1,75","866,32",,"9,90%","49,00","17,68"
Total: Outros termos de pesquisa,,,,,129,1.127,"11,45%",BRL,"2,67","344,70",,"3,10%","4,00","86,18"
Total: Conta,,,,,940,71.710,"1,31%",BRL,"1,46","1375,93",,"5,74%","54,00","25,48"
Total: Display,,,,,316,65.912,"0,48%",BRL,"0,52","164,90",Display,"0,32%","1,00","164,90"
Total: Pesquisa,,,,,624,5.798,"10,76%",BRL,"1,94","1211,03",Pesquisa,"8,49%","53,00","22,85"
